OverviewLink,BornDate
https://www.atptour.com/en/players/novak-djokovic/d643/overview,
https://www.atptour.com/en/players/daniil-medvedev/mm58/overview,
https://www.atptour.com/en/players/rafael-nadal/n409/overview,
https://www.atptour.com/en/players/alexander-zverev/z355/overview,
https://www.atptour.com/en/players/stefanos-tsitsipas/te51/overview,
https://www.atptour.com/en/players/matteo-berrettini/bk40/overview,
https://www.atptour.com/en/players/andrey-rublev/re44/overview,
https://www.atptour.com/en/players/casper-ruud/rh16/overview,
https://www.atptour.com/en/players/felix-auger-aliassime/ag37/overview,
https://www.atptour.com/en/players/hubert-hurkacz/hb71/overview,
https://www.atptour.com/en/players/cameron-norrie/n771/overview,
https://www.atptour.com/en/players/taylor-fritz/fb98/overview,
https://www.atptour.com/en/players/denis-shapovalov/su55/overview,
https://www.atptour.com/en/players/diego-schwartzman/sm37/overview,
https://www.atptour.com/en/players/roberto-bautista-agut/bd06/overview,
https://www.atptour.com/en/players/reilly-opelka/o522/overview,
https://www.atptour.com/en/players/pablo-carreno-busta/cd85/overview,
https://www.atptour.com/en/players/nikoloz-basilashvili/bg23/overview,
https://www.atptour.com/en/players/lorenzo-sonego/su87/overview,
https://www.atptour.com/en/players/john-isner/i186/overview,
https://www.atptour.com/en/players/marin-cilic/c977/overview,
https://www.atptour.com/en/players/gael-monfils/mc65/overview,
https://www.atptour.com/en/players/karen-khachanov/ke29/overview,
https://www.atptour.com/en/players/roger-federer/f324/overview,
https://www.atptour.com/en/players/daniel-evans/e687/overview,
https://www.atptour.com/en/players/alex-de-minaur/dh58/overview,
https://www.atptour.com/en/players/grigor-dimitrov/d875/overview,
https://www.atptour.com/en/players/cristian-garin/gd64/overview,
https://www.atptour.com/en/players/frances-tiafoe/td51/overview,
https://www.atptour.com/en/players/alexander-bublik/bk92/overview,
https://www.atptour.com/en/players/fabio-fognini/f510/overview,
https://www.atptour.com/en/players/albert-ramos-vinolas/r772/overview,
https://www.atptour.com/en/players/federico-delbonis/d874/overview,
https://www.atptour.com/en/players/filip-krajinovic/kb05/overview,
https://www.atptour.com/en/players/ilya-ivashka/i305/overview,
https://www.atptour.com/en/players/lloyd-harris/hg86/overview,
https://www.atptour.com/en/players/dusan-lajovic/l987/overview,
https://www.atptour.com/en/players/pedro-martinez/mo44/overview,
https://www.atptour.com/en/players/miomir-kecmanovic/ki95/overview,
https://www.atptour.com/en/players/benoit-paire/pd31/overview,
